online_order_id,online_customer_id,order_datetime,order_status,sales_channel,fulfilment_type,store_id,delivery_fee,discount_amount,payment_type,product_id
80882,10437,07/03/2024 14:03,Completed,Web,Pickup,3,0,1,PayPal,629
80883,10076,02/03/2024 13:30,Completed,Mobile App,Pickup,2,0,1,Mobile Wallet,828
80884,10064,29/03/2024 17:18,Preparing,Mobile App,Pickup,,0,0.58,PayPal,166
80885,10031,10/03/2024 14:02,Preparing,Web,Pickup,2,0,1.85,Card,274
80886,10439,14/03/2024 14:41,Preparing,Web,Pickup,,0,1.1,PayPal,602
80887,10217,18/03/2024 19:28,Cancelled,Web,Pickup,3,0,1.06,PayPal,746
80888,10145,25/03/2024 22:34,Cancelled,Web,Delivery,,1.39,1.5,Mobile Wallet,407
80889,10444,14/03/2024 20:07,Cancelled,Web,Delivery,,2.73,0.88,PayPal,27
80890,10150,10/03/2024 13:07,Preparing,Web,Delivery,,3.21,0.02,Mobile Wallet,633
80891,10439,07/03/2024 17:13,Cancelled,Mobile App,Delivery,,3.04,0.34,Card,254
80892,10050,09/03/2024 04:12,Placed,Web,Pickup,,0,1.96,Mobile Wallet,859
80893,10174,29/03/2024 12:49,Cancelled,Web,Pickup,2,0,0.07,Card,488
80894,10204,28/03/2024 03:09,Preparing,Mobile App,Pickup,3,0,1.55,Mobile Wallet,139
80895,10338,22/03/2024 02:27,Cancelled,Mobile App,Delivery,,2.9,0.89,Card,537
80896,10062,04/03/2024 18:15,Placed,Mobile App,Delivery,,2.92,1.82,Card,825
80897,10012,05/03/2024 07:16,Preparing,Mobile App,Pickup,3,0,0.97,Mobile Wallet,160
80898,10360,27/03/2024 00:08,Preparing,Web,Pickup,3,0,0.65,Mobile Wallet,481
80899,10466,19/03/2024 10:43,Placed,Mobile App,Delivery,,2.67,1.07,Mobile Wallet,10
80900,10251,24/03/2024 14:46,Placed,Web,Delivery,,3.9,1.8,Card,383
80901,10442,01/03/2024 05:48,Cancelled,Mobile App,Delivery,,1.37,0.26,Card,168
80902,10335,04/03/2024 23:55,Completed,Web,Delivery,,1.25,0.25,PayPal,433
80903,10187,20/03/2024 06:05,Placed,Web,Delivery,,1.9,1.89,Mobile Wallet,761
80904,10464,07/03/2024 08:45,Cancelled,Mobile App,Pickup,,0,1.05,PayPal,297
80905,10311,05/03/2024 12:08,Placed,Web,Delivery,,1.11,0.28,Card,638
80906,10491,28/03/2024 09:42,Preparing,Mobile App,Delivery,,1.83,1.46,PayPal,993
80907,10039,18/03/2024 09:00,Preparing,Mobile App,Pickup,3,0,0.91,PayPal,129
80908,10347,25/03/2024 09:21,Preparing,Web,Pickup,2,0,1.26,PayPal,16
80909,10325,17/03/2024 22:28,Preparing,Mobile App,Delivery,,3.46,0.63,PayPal,819
80910,10195,28/03/2024 11:18,Preparing,Web,Delivery,,1.81,1.06,Mobile Wallet,83
80911,10281,15/03/2024 23:44,Placed,Mobile App,Pickup,1,0,1.82,PayPal,482
80912,10075,13/03/2024 10:53,Placed,Web,Delivery,,2.13,1.94,PayPal,13
80913,10488,06/03/2024 14:53,Preparing,Mobile App,Delivery,,2.77,1.61,Card,999
80914,10271,26/03/2024 02:25,Completed,Web,Pickup,3,0,1.79,Card,753
80915,10163,16/03/2024 17:01,Cancelled,Mobile App,Pickup,2,0,1.18,PayPal,698
80916,10005,30/03/2024 22:14,Preparing,Web,Delivery,,2.14,1.47,Card,960
80917,10471,28/03/2024 16:51,Cancelled,Mobile App,Pickup,2,0,0.37,PayPal,909
80918,10409,13/03/2024 13:16,Cancelled,Web,Pickup,3,0,0.61,Card,649
80919,10486,15/03/2024 05:35,Placed,Web,Pickup,,0,0.15,Card,123
80920,10484,08/03/2024 12:20,Placed,Web,Delivery,,3.23,1.11,PayPal,803
80921,10414,20/03/2024 07:06,Preparing,Mobile App,Delivery,,2.49,1.37,Mobile Wallet,92
80922,10455,19/03/2024 10:52,Placed,Web,Delivery,,3.73,1.49,Mobile Wallet,954
80923,10218,25/03/2024 00:50,Placed,Mobile App,Pickup,2,0,1.93,Mobile Wallet,110
80924,10477,08/03/2024 22:56,Placed,Mobile App,Delivery,,3.52,1.03,Card,661
80925,10217,08/03/2024 18:12,Completed,Web,Pickup,,0,0.68,Mobile Wallet,706
80926,10128,14/03/2024 04:49,Completed,Mobile App,Delivery,,1.88,0.43,Mobile Wallet,41
80927,10324,14/03/2024 20:56,Placed,Mobile App,Pickup,2,0,1.78,PayPal,502
80928,10030,29/03/2024 00:19,Cancelled,Mobile App,Pickup,1,0,0.6,Card,480
80929,10003,19/03/2024 07:09,Completed,Web,Pickup,2,0,0.2,PayPal,159
80930,10102,25/03/2024 01:54,Preparing,Mobile App,Delivery,,1.37,0.97,Card,465
80931,10394,22/03/2024 10:07,Cancelled,Mobile App,Pickup,2,0,0.6,PayPal,20
80932,10457,25/03/2024 09:55,Completed,Web,Delivery,,3.97,1.31,PayPal,65
80933,10083,17/03/2024 02:22,Cancelled,Web,Delivery,,2.08,1.74,Card,628
80934,10057,13/03/2024 23:11,Placed,Web,Delivery,,2.18,1.49,Card,536
80935,10083,22/03/2024 19:31,Completed,Web,Delivery,,2.26,1.1,Mobile Wallet,33
80936,10366,15/03/2024 18:51,Cancelled,Mobile App,Delivery,,1.39,1.92,Card,585
80937,10065,16/03/2024 15:52,Placed,Web,Delivery,,1.16,1.66,PayPal,227
80938,10500,20/03/2024 18:24,Cancelled,Mobile App,Delivery,,1.85,0.17,PayPal,912
80939,10127,24/03/2024 06:24,Preparing,Web,Delivery,,1.84,0.23,PayPal,762
80940,10359,20/03/2024 12:45,Preparing,Mobile App,Delivery,,3.12,1.62,Mobile Wallet,542
80941,10374,09/03/2024 14:04,Preparing,Web,Delivery,,1.36,0.8,PayPal,222
80942,10099,20/03/2024 09:38,Placed,Web,Delivery,,1.27,0.1,PayPal,195
80943,10269,11/03/2024 02:14,Completed,Mobile App,Pickup,2,0,0.96,Mobile Wallet,971
80944,10219,14/03/2024 20:21,Placed,Mobile App,Delivery,,2.09,1.89,Mobile Wallet,654
80945,10215,15/03/2024 13:21,Placed,Web,Delivery,,1.12,0.1,Mobile Wallet,812
80946,10165,13/03/2024 23:38,Cancelled,Mobile App,Delivery,,3.73,0.2,Card,615
80947,10130,16/03/2024 05:07,Completed,Web,Pickup,3,0,0.19,Card,866
80948,10350,16/03/2024 01:46,Completed,Mobile App,Delivery,,3.23,1.18,Mobile Wallet,247
80949,10191,30/03/2024 14:14,Completed,Web,Delivery,,2.75,0.17,Card,464
80950,10067,02/03/2024 20:49,Preparing,Web,Delivery,,3.11,1.85,Card,611
80951,10483,22/03/2024 13:57,Preparing,Web,Pickup,3,0,0.09,Card,228
80952,10215,17/03/2024 15:46,Cancelled,Web,Pickup,3,0,1.82,Card,567
80953,10248,08/03/2024 14:20,Completed,Web,Pickup,1,0,0.58,Mobile Wallet,142
80954,10032,19/03/2024 02:10,Cancelled,Web,Delivery,,1.5,1.5,PayPal,831
80955,10288,28/03/2024 15:14,Completed,Web,Pickup,,0,0.37,Card,223
80956,10293,27/03/2024 22:44,Placed,Mobile App,Delivery,,2.51,1.44,PayPal,846
80957,10156,14/03/2024 11:42,Completed,Web,Delivery,,1.51,0.09,Card,828
80958,10150,30/03/2024 02:37,Preparing,Mobile App,Delivery,,3.78,0.54,Card,901
80959,10329,10/03/2024 13:20,Placed,Web,Delivery,,2.95,1.27,PayPal,669
80960,10167,25/03/2024 23:57,Completed,Web,Delivery,,2.23,1.22,PayPal,537
80961,10030,17/03/2024 04:16,Preparing,Mobile App,Delivery,,1.53,1.94,Mobile Wallet,715
80962,10337,18/03/2024 09:13,Completed,Web,Delivery,,3.45,0.44,PayPal,610
80963,10105,21/03/2024 07:12,Preparing,Mobile App,Pickup,2,0,0.74,PayPal,136
80964,10048,21/03/2024 21:46,Preparing,Web,Pickup,2,0,0.38,PayPal,269
80965,10483,30/03/2024 11:18,Completed,Web,Delivery,,1.93,1.77,PayPal,139
80966,10352,04/03/2024 03:51,Preparing,Web,Delivery,,2.28,0.91,Mobile Wallet,586
80967,10497,24/03/2024 23:22,Preparing,Web,Pickup,1,0,1.21,PayPal,273
80968,10197,06/03/2024 00:11,Placed,Web,Delivery,,1.4,1.54,PayPal,424
80969,10074,01/03/2024 10:15,Placed,Mobile App,Delivery,,3.56,0.17,Card,609
80970,10246,14/03/2024 23:44,Completed,Mobile App,Pickup,2,0,0.31,Card,842
80971,10279,01/03/2024 23:09,Placed,Web,Pickup,1,0,1.09,Card,838
80972,10262,01/03/2024 01:19,Preparing,Web,Pickup,2,0,0.45,PayPal,746
80973,10076,11/03/2024 06:43,Cancelled,Web,Pickup,3,0,0.98,Card,636
80974,10115,13/03/2024 19:48,Completed,Web,Delivery,,2.85,0.24,Card,711
80975,10459,28/03/2024 12:16,Preparing,Web,Delivery,,2.29,0.67,Card,215
80976,10348,14/03/2024 17:23,Completed,Mobile App,Pickup,2,0,1.75,PayPal,638
80977,10470,13/03/2024 01:53,Placed,Web,Pickup,3,0,1.72,Card,928
80978,10399,15/03/2024 13:48,Preparing,Mobile App,Delivery,,2.34,1.59,PayPal,809
80979,10418,06/03/2024 03:36,Cancelled,Mobile App,Delivery,,1.43,0.65,Card,677
80980,10094,15/03/2024 12:46,Cancelled,Mobile App,Pickup,3,0,0.96,PayPal,300
80981,10309,30/03/2024 18:17,Preparing,Mobile App,Pickup,2,0,0.84,PayPal,102
80982,10276,18/03/2024 12:06,Placed,Mobile App,Pickup,2,0,1.05,Mobile Wallet,513
80983,10416,04/03/2024 23:18,Preparing,Mobile App,Delivery,,1.01,1.99,Card,945
80984,10186,06/03/2024 00:19,Placed,Mobile App,Pickup,2,0,0.72,Card,356
80985,10151,26/03/2024 02:23,Cancelled,Web,Pickup,2,0,0.42,Card,283
80986,10029,06/03/2024 08:03,Preparing,Mobile App,Delivery,,3.2,1.39,PayPal,569
80987,10191,05/03/2024 19:47,Placed,Mobile App,Delivery,,3.51,1.74,Card,141
80988,10076,04/03/2024 14:16,Preparing,Web,Pickup,2,0,0.02,PayPal,587
80989,10077,22/03/2024 09:06,Preparing,Mobile App,Delivery,,2.41,1.45,PayPal,460
80990,10401,14/03/2024 01:13,Placed,Web,Delivery,,1.18,1.28,Mobile Wallet,701
80991,10385,23/03/2024 21:43,Preparing,Web,Delivery,,2.19,0.85,PayPal,139
80992,10284,11/03/2024 08:17,Cancelled,Web,Pickup,3,0,0.54,Card,162
80993,10268,10/03/2024 15:24,Cancelled,Web,Pickup,2,0,0.44,Card,860
80994,10422,22/03/2024 07:39,Cancelled,Mobile App,Delivery,,2.96,0.81,PayPal,422
80995,10085,17/03/2024 21:45,Cancelled,Web,Delivery,,1.81,0.21,PayPal,193
80996,10309,11/03/2024 21:37,Completed,Web,Pickup,1,0,1.08,Card,274
80997,10109,15/03/2024 01:38,Preparing,Web,Delivery,,2.92,0.06,PayPal,82
80998,10044,26/03/2024 15:45,Cancelled,Web,Delivery,,1.14,0.19,PayPal,873
80999,10005,19/03/2024 02:52,Preparing,Mobile App,Pickup,3,0,1.5,Mobile Wallet,232
81000,10183,05/03/2024 10:21,Completed,Mobile App,Delivery,,3.69,1.01,Mobile Wallet,423
81001,10414,02/03/2024 01:52,Cancelled,Mobile App,Delivery,,2.76,1.7,PayPal,159
81002,10083,22/03/2024 01:50,Placed,Web,Delivery,,3.86,0.46,Card,465
81003,10414,08/03/2024 07:54,Completed,Mobile App,Delivery,,3.36,0.68,PayPal,20
81004,10320,18/03/2024 15:23,Preparing,Web,Pickup,1,0,1.99,Mobile Wallet,65
81005,10039,26/03/2024 19:12,Cancelled,Web,Delivery,,3.41,0.29,PayPal,628
81006,10281,23/03/2024 16:56,Placed,Mobile App,Delivery,,1.94,1.87,Card,536
81007,10035,17/03/2024 01:58,Placed,Web,Pickup,3,0,0.36,PayPal,33
81008,10133,21/03/2024 02:49,Preparing,Web,Pickup,3,0,1.94,PayPal,585
81009,10021,19/03/2024 05:55,Cancelled,Web,Pickup,3,0,0.88,Mobile Wallet,227
81010,10433,04/03/2024 19:11,Cancelled,Mobile App,Pickup,3,0,0.53,Mobile Wallet,912
81011,10022,12/03/2024 03:24,Placed,Web,Delivery,,3.56,0.58,Card,762
81012,10292,11/03/2024 03:37,Cancelled,Mobile App,Pickup,1,0,1.34,PayPal,542
81013,10239,05/03/2024 23:11,Placed,Web,Pickup,,0,1.46,PayPal,222
81014,10394,19/03/2024 06:34,Completed,Web,Pickup,2,0,0.63,Mobile Wallet,195
81015,10249,22/03/2024 16:09,Placed,Mobile App,Delivery,,2.36,1.09,PayPal,971
81016,10075,15/03/2024 13:43,Placed,Mobile App,Delivery,,1.19,1.62,PayPal,654
81017,10243,03/03/2024 11:04,Preparing,Web,Delivery,,3.86,1.37,PayPal,812
81018,10130,04/03/2024 19:18,Preparing,Web,Delivery,,1.82,0.16,Mobile Wallet,615
81019,10232,12/03/2024 19:23,Preparing,Web,Pickup,2,0,0.18,PayPal,866
81020,10176,10/03/2024 00:55,Completed,Mobile App,Pickup,2,0,0.96,Mobile Wallet,247
81021,10353,20/03/2024 21:05,Completed,Mobile App,Delivery,,3.47,1.12,Mobile Wallet,464
81022,10102,27/03/2024 07:51,Preparing,Mobile App,Delivery,,2.99,1.65,Mobile Wallet,611
81023,10381,07/03/2024 20:23,Cancelled,Web,Pickup,1,0,1,PayPal,228
81024,10059,24/03/2024 16:44,Placed,Mobile App,Pickup,3,0,1.89,Card,567
81025,10325,02/03/2024 15:51,Preparing,Web,Pickup,1,0,0.84,Mobile Wallet,142
81026,10397,28/03/2024 08:23,Cancelled,Web,Delivery,,2.04,1.9,Mobile Wallet,831
81027,10296,17/03/2024 20:25,Completed,Web,Delivery,,1.91,0.61,Card,237
81028,10359,19/03/2024 20:15,Cancelled,Mobile App,Pickup,,0,0.7,Mobile Wallet,52
81029,10219,09/03/2024 00:02,Cancelled,Mobile App,Pickup,1,0,0.75,Mobile Wallet,821
81030,10305,25/03/2024 16:50,Cancelled,Mobile App,Delivery,,1.86,1.32,Mobile Wallet,777
81031,10224,04/03/2024 23:42,Placed,Web,Pickup,1,0,1.3,Mobile Wallet,367
81032,10478,23/03/2024 14:12,Placed,Mobile App,Pickup,1,0,1.01,Card,835
81033,10342,10/03/2024 15:25,Preparing,Mobile App,Pickup,,0,1.1,Card,468
81034,10101,16/03/2024 22:57,Cancelled,Mobile App,Pickup,1,0,1.82,Mobile Wallet,908
81035,10361,18/03/2024 01:12,Preparing,Mobile App,Pickup,1,0,0.54,Mobile Wallet,427
81036,10136,11/03/2024 23:50,Placed,Mobile App,Pickup,,0,0.07,Card,389
81037,10079,16/03/2024 06:00,Preparing,Mobile App,Pickup,3,0,0.48,PayPal,500
81038,10099,27/03/2024 07:10,Cancelled,Web,Pickup,1,0,1.88,PayPal,268
81039,10373,19/03/2024 08:18,Completed,Web,Delivery,,2.31,0.2,Card,536
81040,10259,29/03/2024 17:42,Cancelled,Mobile App,Delivery,,3.51,0.32,PayPal,680
81041,10105,05/03/2024 05:52,Placed,Mobile App,Delivery,,1.03,1.54,Card,957
81042,10015,27/03/2024 00:33,Cancelled,Web,Delivery,,3.23,0.26,PayPal,170
81043,10325,11/03/2024 21:50,Preparing,Mobile App,Pickup,2,0,0.39,Card,994
81044,10372,03/03/2024 08:31,Completed,Web,Pickup,3,0,1.87,Mobile Wallet,388
81045,10012,06/03/2024 01:10,Cancelled,Web,Delivery,,1.32,0.56,Card,821
81046,10048,23/03/2024 11:50,Completed,Web,Delivery,,2.17,0.98,Card,122
81047,10212,23/03/2024 03:24,Placed,Web,Delivery,,3.06,0.75,PayPal,423
81048,10325,09/03/2024 04:23,Completed,Web,Pickup,2,0,1.81,Mobile Wallet,619
81049,10291,06/03/2024 08:01,Completed,Mobile App,Delivery,,2.45,1.23,Mobile Wallet,350
81050,10003,24/03/2024 17:53,Completed,Web,Delivery,,1.58,0.06,Card,574
81051,10266,10/03/2024 20:15,Completed,Web,Delivery,,3.7,0.06,Card,100
81052,10113,06/03/2024 18:15,Completed,Mobile App,Delivery,,2.44,1.91,PayPal,535
81053,10363,23/03/2024 13:32,Cancelled,Mobile App,Pickup,,0,1.84,PayPal,144
81054,10089,13/03/2024 19:01,Cancelled,Web,Delivery,,2.75,1.53,PayPal,115
81055,10085,23/03/2024 04:50,Cancelled,Mobile App,Delivery,,2.27,1.49,PayPal,755
81056,10319,28/03/2024 15:19,Cancelled,Mobile App,Delivery,,1.6,0.71,Mobile Wallet,33
81057,10420,21/03/2024 10:52,Preparing,Web,Delivery,,3.87,0.51,PayPal,28
81058,10151,02/03/2024 08:42,Placed,Web,Pickup,,0,1.62,PayPal,604
81059,10405,17/03/2024 06:45,Preparing,Web,Delivery,,1.65,0.74,Card,433
81060,10400,01/03/2024 10:31,Completed,Web,Pickup,1,0,1.43,Card,95
81061,10239,26/03/2024 13:27,Placed,Mobile App,Pickup,2,0,0.57,Card,827
81062,10270,05/03/2024 16:24,Completed,Web,Delivery,,2.72,1.29,Mobile Wallet,566
81063,10388,15/03/2024 13:39,Preparing,Web,Pickup,3,0,0.1,PayPal,722
81064,10256,13/03/2024 11:44,Cancelled,Web,Delivery,,1.37,0.34,PayPal,876
81065,10303,27/03/2024 05:35,Placed,Mobile App,Pickup,2,0,0.04,Mobile Wallet,651
81066,10003,06/03/2024 23:09,Cancelled,Web,Pickup,3,0,1.79,Mobile Wallet,274
81067,10021,04/03/2024 03:51,Cancelled,Web,Pickup,1,0,1.66,PayPal,251
81068,10371,15/03/2024 10:27,Completed,Mobile App,Pickup,3,0,0.16,PayPal,702
81069,10253,18/03/2024 21:37,Completed,Mobile App,Delivery,,2.48,1.28,Card,33
81070,10432,02/03/2024 07:59,Preparing,Web,Pickup,1,0,1.65,Card,966
81071,10054,11/03/2024 07:13,Preparing,Web,Pickup,,0,0.38,PayPal,937
81072,10418,03/03/2024 09:20,Completed,Web,Delivery,,1.33,1.89,Card,575
81073,10136,13/03/2024 06:48,Preparing,Web,Pickup,,0,1.17,Card,371
81074,10065,27/03/2024 14:01,Cancelled,Mobile App,Pickup,2,0,1.34,Mobile Wallet,94
81075,10271,27/03/2024 07:12,Cancelled,Mobile App,Delivery,,3.93,0.64,Mobile Wallet,697
81076,10248,05/03/2024 04:16,Completed,Mobile App,Delivery,,3.13,0.71,Card,480
81077,10338,04/03/2024 13:12,Placed,Mobile App,Delivery,,1.18,0.03,Card,907
81078,10240,23/03/2024 04:38,Placed,Mobile App,Pickup,2,0,0.42,Mobile Wallet,446
81079,10390,21/03/2024 15:54,Preparing,Web,Pickup,3,0,1.83,Card,183
81080,10470,21/03/2024 14:10,Preparing,Mobile App,Pickup,,0,0.38,PayPal,204
81081,10217,14/03/2024 23:29,Placed,Web,Delivery,,2.38,0.21,Card,798
81082,10124,21/03/2024 23:22,Preparing,Mobile App,Delivery,,1.09,1.32,PayPal,952
81083,10181,26/03/2024 01:04,Placed,Mobile App,Pickup,1,0,0.86,Card,247
81084,10204,03/03/2024 10:03,Cancelled,Mobile App,Pickup,3,0,0.74,Card,546
81085,10333,09/03/2024 19:49,Completed,Web,Pickup,,0,0.81,Mobile Wallet,272
81086,10142,05/03/2024 23:15,Placed,Web,Pickup,,0,1.92,Card,688
81087,10059,02/03/2024 14:58,Completed,Web,Delivery,,1.2,0.2,Card,231
81088,10452,18/03/2024 21:08,Placed,Web,Pickup,,0,1.47,Mobile Wallet,8
81089,10138,08/03/2024 18:48,Preparing,Mobile App,Pickup,2,0,1.27,Mobile Wallet,928
81090,10306,05/03/2024 06:56,Preparing,Mobile App,Pickup,1,0,1.48,Mobile Wallet,286
81091,10123,15/03/2024 08:11,Placed,Web,Delivery,,1.56,1.8,Card,485
81092,10493,22/03/2024 14:23,Cancelled,Mobile App,Delivery,,1.06,1.95,Card,100
81093,10088,28/03/2024 00:48,Completed,Mobile App,Delivery,,2.75,0.98,Card,747
81094,10242,03/03/2024 01:20,Placed,Mobile App,Delivery,,3.51,1.05,Card,746
81095,10387,05/03/2024 06:34,Placed,Mobile App,Delivery,,3.41,0.67,PayPal,195
81096,10377,23/03/2024 03:22,Completed,Mobile App,Pickup,3,0,0.92,PayPal,256
81097,10155,06/03/2024 03:09,Completed,Web,Pickup,,0,0.3,PayPal,58
81098,10439,07/03/2024 10:42,Completed,Mobile App,Delivery,,1.09,1.16,Mobile Wallet,544
81099,10499,10/03/2024 09:20,Placed,Web,Pickup,3,0,1.84,PayPal,81
81100,10328,13/03/2024 11:11,Cancelled,Web,Delivery,,1.8,1.36,PayPal,598
81101,10201,15/03/2024 01:51,Preparing,Web,Pickup,3,0,1.16,Mobile Wallet,683
81102,10176,20/03/2024 17:27,Cancelled,Mobile App,Delivery,,1.87,1.94,PayPal,560
81103,10475,22/03/2024 05:20,Preparing,Mobile App,Delivery,,2.87,1.33,PayPal,655
81104,10250,14/03/2024 09:55,Placed,Mobile App,Pickup,1,0,0.08,PayPal,394
81105,10423,03/03/2024 10:06,Cancelled,Mobile App,Delivery,,1.02,0.7,Card,589
81106,10026,16/03/2024 22:31,Completed,Web,Pickup,2,0,1.91,Mobile Wallet,675
81107,10139,09/03/2024 22:52,Cancelled,Web,Delivery,,1.87,0.06,PayPal,509
81108,10128,19/03/2024 03:56,Placed,Mobile App,Pickup,,0,1.84,Mobile Wallet,361
81109,10160,26/03/2024 15:56,Cancelled,Mobile App,Delivery,,3.41,0.28,Card,100
81110,10129,19/03/2024 22:43,Preparing,Mobile App,Delivery,,1.91,0.59,Mobile Wallet,374
81111,10237,18/03/2024 02:39,Cancelled,Web,Delivery,,1.42,0.88,PayPal,426
81112,10258,17/03/2024 02:52,Cancelled,Mobile App,Pickup,,0,0.84,PayPal,936
81113,10237,26/03/2024 10:28,Placed,Mobile App,Delivery,,1.27,0.28,PayPal,826
81114,10403,27/03/2024 09:52,Completed,Web,Delivery,,2.86,1.8,PayPal,987
81115,10028,19/03/2024 08:07,Placed,Mobile App,Pickup,2,0,1.61,Mobile Wallet,867
81116,10236,04/03/2024 20:28,Placed,Mobile App,Delivery,,3.49,1.3,PayPal,550
81117,10305,14/03/2024 05:23,Cancelled,Mobile App,Delivery,,3.59,0.24,Mobile Wallet,843
81118,10346,10/03/2024 07:59,Preparing,Mobile App,Delivery,,1.41,1.79,Mobile Wallet,635
81119,10437,14/03/2024 16:39,Completed,Web,Delivery,,3.42,1.25,Card,844
81120,10059,01/03/2024 00:02,Preparing,Web,Delivery,,2.56,0.49,Card,144
81121,10243,24/03/2024 00:28,Cancelled,Mobile App,Delivery,,1.17,0.24,PayPal,100
81122,10248,11/03/2024 16:36,Completed,Mobile App,Delivery,,3.58,1.23,PayPal,380
81123,10075,09/03/2024 09:51,Preparing,Web,Delivery,,1.51,1.48,Mobile Wallet,102
81124,10103,14/03/2024 04:47,Completed,Web,Pickup,,0,1.92,PayPal,380
81125,10189,18/03/2024 13:25,Placed,Mobile App,Pickup,,0,0.83,PayPal,703
81126,10076,13/03/2024 21:34,Cancelled,Web,Delivery,,2.69,0.02,PayPal,283
81127,10018,17/03/2024 03:27,Preparing,Mobile App,Pickup,1,0,1.76,PayPal,218
81128,10142,08/03/2024 04:55,Completed,Web,Delivery,,2.05,1.41,PayPal,806
81129,10263,08/03/2024 22:35,Preparing,Mobile App,Delivery,,2.97,1.13,PayPal,833
81130,10367,13/03/2024 16:01,Completed,Mobile App,Delivery,,1.2,1.68,PayPal,284
81131,10193,27/03/2024 05:11,Completed,Web,Pickup,2,0,1.4,Mobile Wallet,677
81132,10490,04/03/2024 01:48,Placed,Web,Pickup,,0,1.7,Card,332
81133,10119,05/03/2024 20:01,Cancelled,Mobile App,Delivery,,1.97,0.46,Mobile Wallet,432
81134,10408,05/03/2024 19:09,Preparing,Mobile App,Delivery,,3.27,0.84,Card,371
81135,10032,02/03/2024 16:52,Placed,Mobile App,Pickup,1,0,1.53,Mobile Wallet,745
81136,10324,08/03/2024 22:07,Completed,Web,Delivery,,3.1,0.76,Mobile Wallet,868
81137,10294,09/03/2024 21:46,Completed,Mobile App,Delivery,,2.31,0.57,Card,932
81138,10380,20/03/2024 18:06,Preparing,Web,Delivery,,2.75,1.26,Mobile Wallet,152
81139,10050,02/03/2024 12:18,Preparing,Web,Delivery,,2.08,0.82,Mobile Wallet,544
81140,10443,16/03/2024 12:08,Preparing,Mobile App,Delivery,,1.57,0.41,PayPal,719
81141,10257,29/03/2024 03:32,Preparing,Web,Pickup,3,0,0.88,Mobile Wallet,910
81142,10193,26/03/2024 21:39,Placed,Web,Delivery,,3.35,0.6,Card,748
81143,10256,03/03/2024 08:13,Completed,Web,Delivery,,1.67,1.88,PayPal,977
81144,10200,08/03/2024 04:25,Completed,Web,Pickup,1,0,1.07,Card,852
81145,10437,29/03/2024 03:43,Placed,Web,Pickup,,0,1.17,PayPal,100
81146,10335,02/03/2024 11:15,Completed,Mobile App,Delivery,,1.78,0.67,Card,375
81147,10072,25/03/2024 21:33,Completed,Web,Delivery,,1.71,0.15,Mobile Wallet,47
81148,10464,16/03/2024 17:45,Placed,Mobile App,Delivery,,2.79,1.22,Card,468
81149,10455,13/03/2024 07:28,Placed,Web,Pickup,2,0,0.07,Mobile Wallet,628
81150,10116,22/03/2024 17:39,Completed,Web,Pickup,,0,0.04,Card,520
81151,10014,25/03/2024 07:28,Cancelled,Web,Delivery,,2.66,0.1,PayPal,18
81152,10357,20/03/2024 13:22,Cancelled,Web,Delivery,,1.35,0.24,Mobile Wallet,316
81153,10463,09/03/2024 19:30,Completed,Mobile App,Pickup,3,0,1.84,Card,234
81154,10119,27/03/2024 18:55,Placed,Web,Delivery,,2.24,1.51,Mobile Wallet,739
81155,10291,01/03/2024 16:16,Preparing,Web,Delivery,,1.23,0.25,Card,971
81156,10145,15/03/2024 07:06,Completed,Web,Delivery,,3.99,0.26,PayPal,156
81157,10246,30/03/2024 21:10,Placed,Web,Delivery,,1.75,1.09,PayPal,627
81158,10362,21/03/2024 04:27,Completed,Mobile App,Pickup,2,0,1.56,PayPal,213
81159,10445,24/03/2024 23:27,Completed,Mobile App,Delivery,,3.09,1.01,Card,322
81160,10178,13/03/2024 17:35,Placed,Web,Pickup,,0,1.82,Mobile Wallet,693
81161,10119,06/03/2024 14:04,Completed,Web,Pickup,2,0,0.07,Card,572
81162,10358,06/03/2024 04:46,Placed,Mobile App,Pickup,,0,1.67,PayPal,213
81163,10143,04/03/2024 20:17,Placed,Mobile App,Pickup,3,0,1.71,PayPal,957
81164,10254,18/03/2024 09:53,Cancelled,Mobile App,Delivery,,1.13,0.41,Card,354
81165,10338,14/03/2024 21:18,Placed,Mobile App,Pickup,1,0,1.87,Mobile Wallet,947
81166,10387,27/03/2024 21:29,Preparing,Web,Pickup,3,0,0.68,Mobile Wallet,848
81167,10223,05/03/2024 23:17,Cancelled,Mobile App,Pickup,1,0,1.72,Mobile Wallet,631
81168,10238,08/03/2024 09:32,Cancelled,Mobile App,Pickup,3,0,1.49,Card,103
81169,10068,13/03/2024 18:35,Completed,Web,Delivery,,4,1.54,PayPal,790
81170,10173,29/03/2024 00:20,Completed,Mobile App,Pickup,1,0,0.54,PayPal,958
81171,10401,06/03/2024 15:46,Completed,Mobile App,Delivery,,3.51,1.7,PayPal,293
81172,10237,21/03/2024 00:29,Placed,Mobile App,Delivery,,1.11,0.72,Mobile Wallet,548
81173,10433,19/03/2024 14:18,Placed,Web,Delivery,,1.83,1.22,PayPal,858
81174,10489,21/03/2024 01:04,Preparing,Mobile App,Delivery,,3.3,0.55,PayPal,508
81175,10066,29/03/2024 16:29,Preparing,Web,Delivery,,3.61,1.31,Card,306
81176,10059,09/03/2024 09:15,Cancelled,Mobile App,Delivery,,1.13,1.43,Card,657
81177,10488,01/03/2024 17:36,Completed,Web,Pickup,3,0,1.2,PayPal,280
