online_order_id,online_customer_id,order_datetime,order_status,sales_channel,fulfilment_type,store_id,delivery_fee,discount_amount,payment_type,product_id,time_range
81508,10132,2024-03-17 18:02:00,Placed,Mobile App,Delivery,1,3.42,0.29,PayPal,383,18:00-24:00
81509,10211,2024-03-19 07:20:00,Preparing,Mobile App,Delivery,5,1.62,0.81,PayPal,168,06:00-12:00
81510,10236,2024-03-18 16:16:00,Cancelled,Mobile App,Pickup,5,0.0,0.68,Mobile Wallet,433,12:00-18:00
81511,10205,2024-03-25 02:49:00,Preparing,Web,Delivery,2,1.65,0.38,Card,761,00:00-06:00
81512,10486,2024-03-25 22:47:00,Cancelled,Mobile App,Pickup,3,0.0,1.29,Card,297,18:00-24:00
81513,10202,2024-03-22 09:37:00,Placed,Mobile App,Delivery,3,1.9,1.67,Mobile Wallet,638,06:00-12:00
81514,10212,2024-03-10 01:48:00,Preparing,Mobile App,Delivery,2,2.66,0.31,PayPal,993,00:00-06:00
81515,10480,2024-03-21 03:51:00,Placed,Web,Pickup,2,0.0,0.77,Mobile Wallet,129,00:00-06:00
81516,10089,2024-03-30 04:24:00,Cancelled,Web,Pickup,1,0.0,0.3,PayPal,16,00:00-06:00
81517,10240,2024-03-06 22:36:00,Cancelled,Mobile App,Delivery,2,2.83,1.53,Mobile Wallet,819,18:00-24:00
81518,10377,2024-03-05 10:01:00,Placed,Web,Delivery,3,1.06,1.84,Card,83,06:00-12:00
81519,10170,2024-03-15 06:12:00,Completed,Web,Delivery,2,3.23,1.92,PayPal,482,06:00-12:00
81520,10431,2024-03-17 12:25:00,Completed,Mobile App,Delivery,2,2.43,1.41,PayPal,867,12:00-18:00
81521,10156,2024-03-26 13:43:00,Preparing,Web,Delivery,5,1.49,0.24,Mobile Wallet,550,12:00-18:00
81522,10210,2024-03-26 13:29:00,Cancelled,Mobile App,Delivery,2,3.07,1.81,Card,843,12:00-18:00
81523,10340,2024-03-21 05:57:00,Placed,Web,Delivery,1,1.41,0.76,PayPal,635,00:00-06:00
81524,10245,2024-03-01 21:47:00,Completed,Mobile App,Delivery,2,2.75,0.36,Card,844,18:00-24:00
81525,10497,2024-03-16 11:07:00,Placed,Mobile App,Pickup,4,0.0,0.14,Card,144,06:00-12:00
81526,10320,2024-03-07 19:16:00,Placed,Web,Pickup,4,0.0,1.92,PayPal,100,18:00-24:00
81527,10150,2024-03-17 03:26:00,Cancelled,Web,Delivery,5,2.87,1.18,Card,380,00:00-06:00
81528,10187,2024-03-24 08:47:00,Completed,Web,Pickup,5,0.0,0.98,Card,102,06:00-12:00
81529,10027,2024-03-14 22:55:00,Completed,Mobile App,Delivery,4,3.99,0.68,PayPal,380,18:00-24:00
81530,10384,2024-03-16 03:38:00,Placed,Web,Pickup,5,0.0,1.74,Mobile Wallet,703,00:00-06:00
81531,10006,2024-03-14 18:38:00,Cancelled,Web,Delivery,5,3.71,0.76,Card,283,18:00-24:00
81532,10356,2024-03-16 06:36:00,Completed,Mobile App,Pickup,3,0.0,0.81,PayPal,218,06:00-12:00
81533,10068,2024-03-26 03:20:00,Preparing,Mobile App,Pickup,3,0.0,0.56,Card,806,00:00-06:00
81534,10468,2024-03-15 12:00:00,Placed,Web,Pickup,2,0.0,1.62,Card,833,12:00-18:00
81535,10125,2024-03-09 01:26:00,Completed,Web,Delivery,4,1.46,1.6,Card,284,00:00-06:00
81536,10443,2024-03-01 10:32:00,Placed,Mobile App,Delivery,1,3.61,1.23,Card,677,06:00-12:00
81537,10299,2024-03-05 19:35:00,Placed,Web,Pickup,4,0.0,1.41,Card,332,18:00-24:00
81538,10471,2024-03-09 10:41:00,Placed,Web,Delivery,4,1.01,1.58,Card,432,06:00-12:00
81539,10108,2024-03-04 14:44:00,Cancelled,Mobile App,Delivery,3,2.88,0.39,Card,371,12:00-18:00
81540,10363,2024-03-22 08:30:00,Completed,Web,Pickup,3,0.0,0.89,Mobile Wallet,745,06:00-12:00
81541,10004,2024-03-09 00:04:00,Preparing,Mobile App,Delivery,5,1.43,1.08,Card,868,00:00-06:00
81542,10359,2024-03-04 10:46:00,Preparing,Web,Delivery,1,3.55,1.51,Card,932,06:00-12:00
81543,10084,2024-03-28 09:03:00,Cancelled,Mobile App,Pickup,3,0.0,0.44,PayPal,152,06:00-12:00
81544,10423,2024-03-25 03:30:00,Placed,Mobile App,Pickup,5,0.0,0.56,Card,544,00:00-06:00
81545,10034,2024-03-03 20:34:00,Cancelled,Mobile App,Delivery,1,3.71,0.12,PayPal,719,18:00-24:00
81546,10041,2024-03-05 00:22:00,Completed,Mobile App,Pickup,3,0.0,1.4,Mobile Wallet,910,00:00-06:00
81547,10348,2024-03-26 21:43:00,Completed,Mobile App,Delivery,4,2.35,1.48,PayPal,748,18:00-24:00
81548,10190,2024-03-23 06:12:00,Completed,Web,Pickup,4,0.0,0.46,Card,977,06:00-12:00
81549,10022,2024-03-22 03:50:00,Cancelled,Mobile App,Pickup,1,0.0,1.85,PayPal,852,00:00-06:00
81550,10238,2024-03-07 22:46:00,Preparing,Mobile App,Pickup,1,0.0,0.84,Card,134,18:00-24:00
81551,10448,2024-03-15 09:56:00,Cancelled,Web,Delivery,3,2.2,0.03,Mobile Wallet,363,06:00-12:00
81552,10464,2024-03-07 20:58:00,Preparing,Web,Delivery,3,1.28,0.78,Card,320,18:00-24:00
81553,10139,2024-03-01 23:40:00,Cancelled,Mobile App,Pickup,1,0.0,0.32,Mobile Wallet,494,18:00-24:00
81554,10143,2024-03-09 15:28:00,Cancelled,Mobile App,Delivery,1,2.3,1.89,Card,118,12:00-18:00
81555,10250,2024-03-17 01:58:00,Placed,Web,Delivery,5,3.86,1.41,Mobile Wallet,786,00:00-06:00
81556,10149,2024-03-11 16:50:00,Cancelled,Web,Delivery,5,2.25,0.03,PayPal,280,12:00-18:00
81557,10324,2024-03-16 09:49:00,Completed,Mobile App,Delivery,5,2.83,1.2,Mobile Wallet,891,06:00-12:00
81558,10145,2024-03-06 19:57:00,Completed,Mobile App,Pickup,4,0.0,0.13,PayPal,759,18:00-24:00
81559,10190,2024-03-10 12:46:00,Completed,Web,Pickup,4,0.0,1.82,PayPal,465,12:00-18:00
81560,10325,2024-03-26 06:12:00,Completed,Mobile App,Pickup,5,0.0,1.4,Card,965,06:00-12:00
81561,10495,2024-03-27 23:32:00,Preparing,Web,Pickup,5,0.0,0.98,PayPal,633,18:00-24:00
81562,10456,2024-03-15 06:22:00,Placed,Mobile App,Delivery,1,3.25,1.25,Card,435,06:00-12:00
81563,10271,2024-03-28 10:11:00,Completed,Web,Pickup,4,0.0,0.9,Card,774,06:00-12:00
81564,10406,2024-03-17 13:20:00,Placed,Mobile App,Pickup,5,0.0,0.49,Mobile Wallet,695,12:00-18:00
81565,10002,2024-03-29 05:55:00,Cancelled,Web,Pickup,2,0.0,1.57,PayPal,405,00:00-06:00
81566,10249,2024-03-30 09:25:00,Preparing,Web,Pickup,3,0.0,0.59,Card,141,06:00-12:00
81567,10377,2024-03-24 19:48:00,Completed,Web,Delivery,5,3.37,0.85,Card,765,18:00-24:00
81568,10153,2024-03-07 13:21:00,Completed,Web,Pickup,4,0.0,0.06,Mobile Wallet,236,12:00-18:00
81569,10391,2024-03-17 18:38:00,Cancelled,Web,Pickup,5,0.0,0.89,PayPal,471,18:00-24:00
81570,10285,2024-03-28 00:38:00,Cancelled,Mobile App,Delivery,2,1.32,0.55,PayPal,727,00:00-06:00
81571,10102,2024-03-08 09:55:00,Preparing,Mobile App,Pickup,1,0.0,1.91,Card,333,06:00-12:00
81572,10027,2024-03-17 18:51:00,Preparing,Mobile App,Pickup,4,0.0,1.66,PayPal,448,18:00-24:00
81573,10282,2024-03-29 14:54:00,Cancelled,Mobile App,Delivery,1,2.19,0.65,Card,406,12:00-18:00
81574,10330,2024-03-26 17:48:00,Placed,Web,Pickup,3,0.0,1.45,Mobile Wallet,173,12:00-18:00
81575,10068,2024-03-04 02:09:00,Preparing,Web,Pickup,1,0.0,0.2,Card,199,00:00-06:00
81576,10482,2024-03-05 04:20:00,Completed,Mobile App,Delivery,5,2.01,0.83,Card,150,00:00-06:00
81577,10253,2024-03-24 21:05:00,Cancelled,Mobile App,Pickup,2,0.0,1.39,Mobile Wallet,975,18:00-24:00
81578,10422,2024-03-10 10:22:00,Cancelled,Web,Delivery,1,1.35,1.82,PayPal,651,06:00-12:00
81579,10117,2024-03-03 13:43:00,Placed,Web,Delivery,2,2.93,1.39,PayPal,70,12:00-18:00
81580,10022,2024-03-10 23:12:00,Preparing,Web,Delivery,4,3.86,0.28,PayPal,58,18:00-24:00
81581,10166,2024-03-01 21:01:00,Completed,Mobile App,Pickup,4,0.0,0.05,Mobile Wallet,39,18:00-24:00
81582,10357,2024-03-02 19:49:00,Preparing,Web,Pickup,5,0.0,0.42,Mobile Wallet,885,18:00-24:00
81583,10252,2024-03-16 21:37:00,Placed,Mobile App,Delivery,5,2.53,1.66,PayPal,568,18:00-24:00
81584,10109,2024-03-25 09:42:00,Placed,Mobile App,Delivery,5,1.8,0.75,PayPal,488,06:00-12:00
81585,10082,2024-03-28 15:40:00,Completed,Mobile App,Delivery,2,1.59,1.8,PayPal,921,12:00-18:00
81586,10062,2024-03-02 07:28:00,Cancelled,Mobile App,Pickup,3,0.0,0.41,Card,177,06:00-12:00
81587,10022,2024-03-10 08:33:00,Preparing,Mobile App,Pickup,3,0.0,1.67,Mobile Wallet,536,06:00-12:00
81588,10110,2024-03-22 02:34:00,Placed,Web,Pickup,3,0.0,1.13,PayPal,794,00:00-06:00
81589,10112,2024-03-15 02:29:00,Placed,Web,Delivery,4,3.49,1.72,Card,338,00:00-06:00
81590,10256,2024-03-21 20:07:00,Cancelled,Web,Pickup,4,0.0,1.84,PayPal,742,18:00-24:00
81591,10288,2024-03-04 12:50:00,Placed,Web,Pickup,3,0.0,1.71,Mobile Wallet,991,12:00-18:00
81592,10026,2024-03-13 11:32:00,Placed,Mobile App,Delivery,5,2.34,1.46,Card,386,06:00-12:00
81593,10050,2024-03-17 18:00:00,Preparing,Web,Delivery,1,3.91,1.48,PayPal,371,18:00-24:00
81594,10039,2024-03-30 17:56:00,Placed,Mobile App,Pickup,3,0.0,1.54,Card,971,12:00-18:00
81595,10155,2024-03-12 22:57:00,Cancelled,Web,Delivery,1,1.36,1.27,Mobile Wallet,303,18:00-24:00
81596,10406,2024-03-22 16:28:00,Preparing,Web,Delivery,3,1.34,1.45,PayPal,785,12:00-18:00
81597,10446,2024-03-02 00:38:00,Cancelled,Web,Pickup,1,0.0,1.46,Card,852,00:00-06:00
81598,10111,2024-03-19 02:13:00,Cancelled,Web,Delivery,5,1.11,0.86,PayPal,693,00:00-06:00
81599,10212,2024-03-01 14:29:00,Placed,Web,Delivery,4,3.88,1.75,Mobile Wallet,547,12:00-18:00
81600,10145,2024-03-13 03:56:00,Placed,Mobile App,Pickup,3,0.0,1.93,Card,695,00:00-06:00
81601,10121,2024-03-30 14:10:00,Placed,Mobile App,Pickup,3,0.0,1.12,Mobile Wallet,541,12:00-18:00
81602,10251,2024-03-03 03:39:00,Completed,Mobile App,Delivery,5,1.27,0.73,PayPal,894,00:00-06:00
81603,10279,2024-03-17 23:42:00,Completed,Web,Delivery,2,1.96,1.28,PayPal,957,18:00-24:00
81604,10090,2024-03-22 06:37:00,Completed,Mobile App,Pickup,3,0.0,0.3,Mobile Wallet,782,06:00-12:00
81605,10385,2024-03-17 09:34:00,Cancelled,Web,Pickup,1,0.0,1.2,Card,970,06:00-12:00
81606,10171,2024-03-21 12:21:00,Preparing,Web,Pickup,5,0.0,0.69,Mobile Wallet,55,12:00-18:00
81607,10075,2024-03-27 02:37:00,Preparing,Web,Pickup,2,0.0,1.65,PayPal,384,00:00-06:00
81608,10042,2024-03-23 19:38:00,Placed,Web,Pickup,3,0.0,1.15,PayPal,150,18:00-24:00
81609,10479,2024-03-11 07:42:00,Completed,Mobile App,Delivery,3,1.35,1.46,PayPal,723,06:00-12:00
81610,10281,2024-03-10 23:17:00,Completed,Mobile App,Pickup,4,0.0,1.38,Card,263,18:00-24:00
81611,10116,2024-03-09 13:42:00,Placed,Web,Pickup,2,0.0,0.99,Card,296,12:00-18:00
81612,10356,2024-03-19 11:35:00,Completed,Web,Pickup,5,0.0,1.08,Card,655,06:00-12:00
81613,10488,2024-03-02 01:40:00,Placed,Web,Delivery,1,1.89,0.41,Mobile Wallet,17,00:00-06:00
81614,10037,2024-03-12 12:49:00,Cancelled,Web,Delivery,3,2.27,0.72,PayPal,630,12:00-18:00
81615,10006,2024-03-18 15:31:00,Completed,Web,Pickup,5,0.0,0.61,Mobile Wallet,685,12:00-18:00
81616,10302,2024-03-23 08:40:00,Placed,Mobile App,Pickup,4,0.0,0.64,Card,539,06:00-12:00
81617,10131,2024-03-25 12:45:00,Placed,Mobile App,Pickup,3,0.0,1.38,Mobile Wallet,397,12:00-18:00
81618,10451,2024-03-02 05:50:00,Cancelled,Web,Pickup,2,0.0,1.93,Card,70,00:00-06:00
81619,10244,2024-03-04 18:37:00,Preparing,Web,Pickup,5,0.0,0.91,Mobile Wallet,775,18:00-24:00
81620,10173,2024-03-28 11:18:00,Cancelled,Web,Delivery,1,1.97,1.11,Mobile Wallet,834,06:00-12:00
81621,10438,2024-03-28 22:20:00,Cancelled,Web,Pickup,4,0.0,0.02,Card,187,18:00-24:00
81622,10304,2024-03-24 01:00:00,Cancelled,Web,Delivery,5,2.51,0.93,Mobile Wallet,207,00:00-06:00
81623,10290,2024-03-12 12:33:00,Placed,Mobile App,Pickup,3,0.0,0.35,PayPal,318,12:00-18:00
81624,10151,2024-03-02 19:29:00,Completed,Mobile App,Delivery,1,2.28,1.37,Card,772,18:00-24:00
81625,10102,2024-03-12 08:01:00,Placed,Mobile App,Pickup,3,0.0,1.55,Mobile Wallet,128,06:00-12:00
81626,10464,2024-03-18 03:28:00,Placed,Mobile App,Delivery,3,1.55,0.68,Mobile Wallet,980,00:00-06:00
81627,10299,2024-03-21 05:41:00,Placed,Web,Pickup,2,0.0,0.33,Card,510,00:00-06:00
81628,10380,2024-03-20 22:31:00,Cancelled,Mobile App,Delivery,2,3.38,0.86,Mobile Wallet,435,18:00-24:00
81629,10269,2024-03-20 01:14:00,Cancelled,Web,Pickup,3,0.0,0.56,Mobile Wallet,329,00:00-06:00
81630,10360,2024-03-03 23:11:00,Placed,Mobile App,Pickup,4,0.0,1.76,Mobile Wallet,618,18:00-24:00
81631,10184,2024-03-24 01:54:00,Preparing,Web,Pickup,2,0.0,0.24,Card,44,00:00-06:00
81632,10045,2024-03-09 22:38:00,Cancelled,Mobile App,Delivery,2,2.67,0.96,Mobile Wallet,811,18:00-24:00
81633,10095,2024-03-26 11:18:00,Placed,Web,Pickup,2,0.0,0.4,PayPal,821,06:00-12:00
81634,10069,2024-03-17 22:10:00,Placed,Web,Pickup,2,0.0,0.23,Mobile Wallet,801,18:00-24:00
81635,10137,2024-03-14 19:19:00,Preparing,Mobile App,Delivery,1,3.76,1.72,Card,661,18:00-24:00
81636,10097,2024-03-22 18:54:00,Preparing,Web,Pickup,3,0.0,0.34,Mobile Wallet,696,18:00-24:00
81637,10325,2024-03-07 15:35:00,Preparing,Web,Delivery,1,3.58,0.14,Mobile Wallet,79,12:00-18:00
81638,10038,2024-03-12 05:51:00,Cancelled,Mobile App,Delivery,5,3.81,1.66,PayPal,286,00:00-06:00
81639,10031,2024-03-15 14:03:00,Cancelled,Web,Pickup,5,0.0,0.39,Mobile Wallet,531,12:00-18:00
81640,10477,2024-03-21 11:19:00,Preparing,Web,Pickup,5,0.0,0.96,Mobile Wallet,267,06:00-12:00
81641,10456,2024-03-11 23:36:00,Completed,Mobile App,Pickup,1,0.0,1.55,PayPal,126,18:00-24:00
81642,10308,2024-03-19 23:49:00,Placed,Web,Delivery,3,3.11,1.55,Mobile Wallet,731,18:00-24:00
81643,10021,2024-03-18 21:33:00,Completed,Mobile App,Pickup,5,0.0,1.3,PayPal,67,18:00-24:00
81644,10156,2024-03-22 09:16:00,Cancelled,Mobile App,Pickup,2,0.0,1.51,Mobile Wallet,371,06:00-12:00
81645,10302,2024-03-22 08:37:00,Completed,Web,Delivery,5,3.07,1.95,Mobile Wallet,810,06:00-12:00
81646,10265,2024-03-12 10:48:00,Completed,Mobile App,Delivery,4,3.62,1.19,Card,565,06:00-12:00
81647,10161,2024-03-26 18:14:00,Preparing,Mobile App,Pickup,2,0.0,1.94,Card,408,18:00-24:00
81648,10423,2024-03-13 16:13:00,Completed,Mobile App,Pickup,2,0.0,1.34,Card,129,12:00-18:00
81649,10394,2024-03-14 10:14:00,Preparing,Mobile App,Delivery,2,3.14,1.11,Card,530,06:00-12:00
81650,10409,2024-03-06 08:01:00,Completed,Web,Pickup,5,0.0,0.41,Mobile Wallet,515,06:00-12:00
81651,10426,2024-03-30 11:13:00,Cancelled,Mobile App,Pickup,2,0.0,0.49,PayPal,166,06:00-12:00
81652,10368,2024-03-25 10:59:00,Completed,Web,Pickup,4,0.0,0.51,Card,964,06:00-12:00
81653,10130,2024-03-18 03:18:00,Cancelled,Web,Delivery,1,1.2,1.62,PayPal,980,00:00-06:00
81654,10476,2024-03-26 01:27:00,Completed,Mobile App,Pickup,4,0.0,0.4,Card,96,00:00-06:00
81655,10219,2024-03-22 16:19:00,Cancelled,Mobile App,Pickup,3,0.0,0.63,Card,640,12:00-18:00
81656,10093,2024-03-17 10:40:00,Placed,Web,Delivery,2,3.54,0.55,Mobile Wallet,47,06:00-12:00
81657,10275,2024-03-05 08:44:00,Cancelled,Web,Pickup,4,0.0,0.08,Mobile Wallet,32,06:00-12:00
81658,10291,2024-03-01 10:45:00,Placed,Mobile App,Delivery,5,3.93,1.44,PayPal,251,06:00-12:00
81659,10221,2024-03-11 11:45:00,Preparing,Mobile App,Delivery,3,3.78,0.71,Card,451,06:00-12:00
81660,10078,2024-03-26 04:47:00,Completed,Web,Delivery,4,1.52,1.93,PayPal,148,00:00-06:00
81661,10105,2024-03-08 07:11:00,Placed,Mobile App,Delivery,2,3.43,0.25,Card,409,06:00-12:00
81662,10433,2024-03-12 00:21:00,Cancelled,Web,Pickup,5,0.0,1.78,Card,478,00:00-06:00
81663,10144,2024-03-01 03:27:00,Preparing,Mobile App,Delivery,2,2.31,1.72,PayPal,52,00:00-06:00
81664,10229,2024-03-11 13:36:00,Placed,Web,Delivery,3,2.23,0.89,Card,887,12:00-18:00
81665,10379,2024-03-02 01:09:00,Completed,Web,Pickup,4,0.0,1.76,PayPal,164,00:00-06:00
81666,10224,2024-03-01 22:37:00,Cancelled,Mobile App,Pickup,2,0.0,1.68,Mobile Wallet,316,18:00-24:00
81667,10106,2024-03-04 12:29:00,Cancelled,Web,Pickup,3,0.0,1.58,Card,990,12:00-18:00
81668,10112,2024-03-19 10:28:00,Completed,Web,Pickup,5,0.0,1.43,Card,289,06:00-12:00
81669,10195,2024-03-26 15:17:00,Preparing,Web,Pickup,4,0.0,0.9,Card,9,12:00-18:00
81670,10200,2024-03-18 08:07:00,Placed,Mobile App,Pickup,4,0.0,0.87,PayPal,413,06:00-12:00
81671,10466,2024-03-20 21:42:00,Completed,Mobile App,Pickup,3,0.0,0.46,PayPal,200,18:00-24:00
81672,10467,2024-03-08 04:41:00,Preparing,Web,Pickup,4,0.0,1.71,Mobile Wallet,462,00:00-06:00
81673,10265,2024-03-02 15:38:00,Cancelled,Mobile App,Delivery,5,1.14,0.46,Mobile Wallet,100,12:00-18:00
81674,10469,2024-03-05 04:54:00,Placed,Mobile App,Delivery,5,1.24,1.86,PayPal,375,00:00-06:00
81675,10077,2024-03-20 20:06:00,Completed,Web,Pickup,4,0.0,0.46,PayPal,47,18:00-24:00
81676,10086,2024-03-11 13:12:00,Placed,Web,Delivery,2,2.72,1.57,Mobile Wallet,468,12:00-18:00
81677,10091,2024-03-20 06:19:00,Preparing,Web,Pickup,2,0.0,0.03,Card,628,06:00-12:00
81678,10309,2024-03-04 01:35:00,Placed,Mobile App,Delivery,5,3.45,0.36,Card,520,00:00-06:00
81679,10399,2024-03-09 03:25:00,Preparing,Web,Pickup,2,0.0,0.49,Card,18,00:00-06:00
81680,10167,2024-03-13 09:27:00,Placed,Web,Delivery,3,2.18,0.33,PayPal,316,06:00-12:00
81681,10080,2024-03-12 00:14:00,Completed,Mobile App,Delivery,1,2.39,0.91,Mobile Wallet,234,00:00-06:00
81682,10057,2024-03-08 09:02:00,Placed,Web,Delivery,4,3.95,0.27,PayPal,739,06:00-12:00
81683,10236,2024-03-26 01:05:00,Cancelled,Mobile App,Pickup,3,0.0,1.92,Mobile Wallet,971,00:00-06:00
81684,10182,2024-03-24 19:46:00,Cancelled,Web,Pickup,5,0.0,1.01,PayPal,156,18:00-24:00
81685,10065,2024-03-10 09:58:00,Placed,Mobile App,Delivery,1,3.53,0.23,PayPal,627,06:00-12:00
81686,10196,2024-03-18 00:05:00,Placed,Mobile App,Pickup,5,0.0,0.97,Card,213,00:00-06:00
81687,10111,2024-03-21 11:27:00,Preparing,Mobile App,Pickup,1,0.0,0.79,Card,322,06:00-12:00
81688,10009,2024-03-20 23:32:00,Completed,Mobile App,Delivery,3,2.2,1.43,PayPal,693,18:00-24:00
81689,10452,2024-03-22 02:02:00,Preparing,Mobile App,Delivery,1,3.88,0.49,Card,572,00:00-06:00
81690,10460,2024-03-14 10:40:00,Completed,Web,Delivery,2,2.05,1.82,Mobile Wallet,213,06:00-12:00
81691,10447,2024-03-28 05:26:00,Completed,Mobile App,Pickup,3,0.0,1.64,Mobile Wallet,957,00:00-06:00
81692,10245,2024-03-22 19:41:00,Placed,Mobile App,Delivery,4,1.99,0.62,Mobile Wallet,354,18:00-24:00
81693,10085,2024-03-05 14:38:00,Preparing,Mobile App,Delivery,5,1.18,1.02,Mobile Wallet,947,12:00-18:00
81694,10267,2024-03-21 09:43:00,Cancelled,Mobile App,Pickup,2,0.0,1.6,PayPal,848,06:00-12:00
81695,10178,2024-03-17 17:55:00,Placed,Web,Pickup,4,0.0,1.77,PayPal,631,12:00-18:00
81696,10222,2024-03-25 22:33:00,Placed,Web,Delivery,1,3.8,0.76,Mobile Wallet,103,18:00-24:00
81697,10366,2024-03-07 13:14:00,Preparing,Web,Pickup,2,0.0,0.19,PayPal,790,12:00-18:00
81698,10142,2024-03-02 21:45:00,Placed,Mobile App,Pickup,4,0.0,0.02,Card,958,18:00-24:00
81699,10100,2024-03-20 00:07:00,Preparing,Mobile App,Pickup,3,0.0,1.09,PayPal,293,00:00-06:00
81700,10470,2024-03-01 00:37:00,Placed,Web,Delivery,1,3.58,0.53,PayPal,548,00:00-06:00
81701,10403,2024-03-10 23:18:00,Cancelled,Web,Delivery,4,3.77,0.99,Card,858,18:00-24:00
81702,10343,2024-03-29 01:42:00,Completed,Mobile App,Pickup,1,0.0,1.91,PayPal,508,00:00-06:00
81703,10296,2024-03-24 23:18:00,Preparing,Mobile App,Pickup,4,0.0,1.61,Card,306,18:00-24:00
81704,10116,2024-03-20 17:54:00,Cancelled,Mobile App,Delivery,5,1.98,1.02,PayPal,657,12:00-18:00
81705,10499,2024-03-27 22:17:00,Completed,Mobile App,Pickup,3,0.0,0.21,Card,280,18:00-24:00
81706,10285,2024-03-10 23:09:00,Preparing,Mobile App,Delivery,2,3.72,1.85,Mobile Wallet,470,18:00-24:00
81707,10278,2024-03-19 04:44:00,Cancelled,Mobile App,Pickup,4,0.0,0.6,Card,303,00:00-06:00
81708,10084,2024-03-15 06:55:00,Placed,Mobile App,Pickup,1,0.0,0.81,PayPal,336,06:00-12:00
81709,10079,2024-03-02 09:25:00,Completed,Mobile App,Pickup,3,0.0,0.24,Card,489,06:00-12:00
81710,10250,2024-03-27 18:42:00,Preparing,Mobile App,Pickup,2,0.0,0.86,Card,242,18:00-24:00
81711,10147,2024-03-28 18:54:00,Preparing,Mobile App,Delivery,1,1.48,0.65,PayPal,741,18:00-24:00
81712,10437,2024-03-05 13:56:00,Placed,Web,Delivery,3,3.39,0.02,Mobile Wallet,684,12:00-18:00
81713,10220,2024-03-30 11:45:00,Preparing,Web,Pickup,1,0.0,0.0,Card,515,06:00-12:00
81714,10017,2024-03-14 06:18:00,Completed,Mobile App,Delivery,3,3.0,0.18,Card,227,06:00-12:00
81715,10458,2024-03-05 13:11:00,Placed,Web,Pickup,2,0.0,1.98,Mobile Wallet,766,12:00-18:00
81716,10001,2024-03-08 17:36:00,Cancelled,Mobile App,Delivery,2,1.32,1.19,Mobile Wallet,681,12:00-18:00
81717,10429,2024-03-28 21:16:00,Completed,Web,Delivery,1,1.19,1.21,PayPal,541,18:00-24:00
81718,10081,2024-03-23 14:13:00,Preparing,Mobile App,Delivery,3,1.1,1.7,Mobile Wallet,561,12:00-18:00
81719,10084,2024-03-17 07:51:00,Completed,Mobile App,Pickup,4,0.0,1.31,PayPal,875,06:00-12:00
81720,10215,2024-03-15 01:51:00,Completed,Web,Delivery,2,1.72,0.3,Card,94,00:00-06:00
81721,10019,2024-03-03 16:10:00,Placed,Web,Delivery,4,1.32,0.9,Card,426,12:00-18:00
81722,10371,2024-03-13 20:32:00,Completed,Mobile App,Delivery,4,2.74,1.44,PayPal,23,18:00-24:00
81723,10210,2024-03-30 07:45:00,Completed,Web,Delivery,5,3.69,1.31,PayPal,75,06:00-12:00
81724,10081,2024-03-16 16:55:00,Placed,Web,Pickup,1,0.0,0.06,PayPal,958,12:00-18:00
81725,10200,2024-03-23 15:31:00,Cancelled,Mobile App,Delivery,1,3.35,1.73,PayPal,419,12:00-18:00
81726,10069,2024-03-30 23:09:00,Completed,Web,Pickup,1,0.0,0.01,Card,392,18:00-24:00
81727,10489,2024-03-05 05:49:00,Cancelled,Mobile App,Pickup,3,0.0,0.3,Card,700,00:00-06:00
81728,10123,2024-03-10 04:55:00,Preparing,Mobile App,Pickup,2,0.0,0.08,Card,551,00:00-06:00
81729,10324,2024-03-28 23:36:00,Completed,Mobile App,Pickup,2,0.0,0.01,PayPal,24,18:00-24:00
81730,10396,2024-03-10 14:32:00,Preparing,Mobile App,Delivery,5,3.04,1.72,Mobile Wallet,844,12:00-18:00
81731,10259,2024-03-25 01:31:00,Preparing,Mobile App,Pickup,5,0.0,1.54,Mobile Wallet,194,00:00-06:00
81732,10410,2024-03-21 16:55:00,Completed,Mobile App,Delivery,5,1.13,0.67,PayPal,959,12:00-18:00
81733,10302,2024-03-22 14:17:00,Cancelled,Mobile App,Delivery,4,3.74,1.22,Card,35,12:00-18:00
81734,10473,2024-03-21 10:43:00,Completed,Mobile App,Pickup,1,0.0,1.78,Card,46,06:00-12:00
81735,10419,2024-03-27 09:02:00,Completed,Mobile App,Delivery,3,1.8,1.06,Card,516,06:00-12:00
81736,10114,2024-03-19 01:36:00,Placed,Mobile App,Pickup,2,0.0,0.1,Card,792,00:00-06:00
81737,10411,2024-03-01 17:51:00,Completed,Web,Pickup,3,0.0,0.99,Mobile Wallet,424,12:00-18:00
81738,10110,2024-03-11 16:30:00,Cancelled,Mobile App,Pickup,1,0.0,0.35,Mobile Wallet,508,12:00-18:00
81739,10103,2024-03-20 13:07:00,Placed,Mobile App,Delivery,1,2.94,1.89,Card,714,12:00-18:00
81740,10051,2024-03-12 18:00:00,Preparing,Mobile App,Delivery,2,3.02,0.83,PayPal,773,18:00-24:00
81741,10105,2024-03-17 10:46:00,Placed,Mobile App,Delivery,4,1.93,1.08,Mobile Wallet,725,06:00-12:00
81742,10328,2024-03-04 11:15:00,Preparing,Web,Delivery,5,3.56,0.01,Card,992,06:00-12:00
81743,10034,2024-03-06 03:49:00,Cancelled,Mobile App,Pickup,4,0.0,0.24,Mobile Wallet,262,00:00-06:00
81744,10239,2024-03-22 21:38:00,Completed,Web,Delivery,1,2.07,0.18,Card,380,18:00-24:00
